average_speed,borough,day_type,month,period,route_id,total_mileage,total_operating_time,trip_type
11.01,Bronx,1,2015-10-01T00:00:00.000,Off-Peak,BXM18,4224931.2,383695.0,EXP
9.21,Bronx,1,2015-10-01T00:00:00.000,Peak,BXM18,7838618.4,851293.0,EXP
11.07,Bronx,1,2015-10-01T00:00:00.000,Off-Peak,BXM2,28644242.4,2587769.0,EXP
9.96,Bronx,1,2015-10-01T00:00:00.000,Peak,BXM2,15010444.8,1507751.0,EXP
12.11,Bronx,2,2015-10-01T00:00:00.000,Off-Peak,BXM2,8968845.6,740738.0,EXP
12.56,Bronx,2,2015-10-01T00:00:00.000,Peak,BXM2,4107470.4,327144.0,EXP
11.27,Bronx,1,2015-10-01T00:00:00.000,Off-Peak,BXM3,21945218.4,1947659.0,EXP
9.58,Bronx,1,2015-10-01T00:00:00.000,Peak,BXM3,13682926.8,1428944.0,EXP
12.94,Bronx,2,2015-10-01T00:00:00.000,Off-Peak,BXM3,4846474.8,374490.0,EXP
12.12,Bronx,2,2015-10-01T00:00:00.000,Peak,BXM3,2331939.6,192377.0,EXP
9.97,Bronx,1,2015-10-01T00:00:00.000,Off-Peak,BXM4,13161646.8,1319969.0,EXP
8.34,Bronx,1,2015-10-01T00:00:00.000,Peak,BXM4,6616854.0,793449.0,EXP
11.7,Bronx,2,2015-10-01T00:00:00.000,Off-Peak,BXM4,4018604.4,343588.0,EXP
11.29,Bronx,2,2015-10-01T00:00:00.000,Peak,BXM4,1469930.4,130206.0,EXP
12.05,Bronx,1,2015-10-01T00:00:00.000,Off-Peak,BXM6,16741332,1389651.0,EXP
9.51,Bronx,1,2015-10-01T00:00:00.000,Peak,BXM6,11123575.2,1169922.0,EXP
13.53,Bronx,2,2015-10-01T00:00:00.000,Off-Peak,BXM6,5435539.2,401882.0,EXP
13.1,Bronx,2,2015-10-01T00:00:00.000,Peak,BXM6,2021576.4,154337.0,EXP
14.56,Bronx,1,2015-10-01T00:00:00.000,Off-Peak,BXM7,78553692,5393472.0,EXP
12.02,Bronx,1,2015-10-01T00:00:00.000,Peak,BXM7,53739446.4,4470193.0,EXP
16.17,Bronx,2,2015-10-01T00:00:00.000,Off-Peak,BXM7,21642523.2,1338330.0,EXP
16.09,Bronx,2,2015-10-01T00:00:00.000,Peak,BXM7,9368496.0,582120.0,EXP
12.35,Bronx,1,2015-10-01T00:00:00.000,Off-Peak,BXM8,35881585.2,2905705.0,EXP
10.26,Bronx,1,2015-10-01T00:00:00.000,Peak,BXM8,27258904.8,2656876.0,EXP
13.98,Bronx,2,2015-10-01T00:00:00.000,Off-Peak,BXM8,8417149.2,602139.0,EXP
14.04,Bronx,2,2015-10-01T00:00:00.000,Peak,BXM8,3636770.4,259114.0,EXP
12.82,Bronx,1,2015-10-01T00:00:00.000,Off-Peak,BXM9,47341382.4,3691347.0,EXP
10.42,Bronx,1,2015-10-01T00:00:00.000,Peak,BXM9,29058915.6,2788684.0,EXP
14.56,Bronx,2,2015-10-01T00:00:00.000,Off-Peak,BXM9,9497066.4,652339.0,EXP
14.25,Bronx,2,2015-10-01T00:00:00.000,Peak,BXM9,3557991.6,249614.0,EXP
7.44,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B1,73282507.2,9843234.0,LCL/LTD
6.71,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B1,33929442,5053397.0,LCL/LTD
7.82,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B1,24689426.4,3156833.0,LCL/LTD
7.66,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B1,10175450.4,1328675.0,LCL/LTD
9.44,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B100,33000814.8,3496786.0,LCL/LTD
8.78,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B100,25729282.8,2931691.0,LCL/LTD
10.81,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B100,7127470.8,659328.0,LCL/LTD
10.45,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B100,3246966.0,310572.0,LCL/LTD
8.69,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B103,91823133.6,10566873,LCL/LTD
7.94,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B103,47076822,5925503.0,LCL/LTD
9.3,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B103,29469708,3167491.0,LCL/LTD
8.99,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B103,10907737.2,1213728.0,LCL/LTD
6.03,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B11,46710676.8,7748148.0,LCL/LTD
5.31,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B11,22567255.2,4246128.0,LCL/LTD
7.34,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B11,12696325.2,1729290.0,LCL/LTD
7.22,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B11,4585676.4,635561.0,LCL/LTD
5.96,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B12,51057601.2,8567132.0,LCL/LTD
5.06,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B12,21470756.4,4243017.0,LCL/LTD
6.57,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B12,17318764.8,2634995.0,LCL/LTD
6.21,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B12,6694948.8,1078838.0,LCL/LTD
8.29,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B13,47439669.6,5719805.0,LCL/LTD
7.43,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B13,22907444.4,3082606.0,LCL/LTD
8.6,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B13,14234443.2,1655828.0,LCL/LTD
8.4,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B13,5300917.2,630941.0,LCL/LTD
6.94,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B14,38508300,5546782.0,LCL/LTD
6.06,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B14,16735140,2763321.0,LCL/LTD
7.5,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B14,12507660,1668686.0,LCL/LTD
7.11,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B14,4218876.0,593247.0,LCL/LTD
9.28,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B15,154910988,16694648,LCL/LTD
7.27,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B15,45460922.4,6248925.0,LCL/LTD
9.6,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B15,51580569.6,5372134.0,LCL/LTD
8.87,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B15,16645348.8,1876918.0,LCL/LTD
7.49,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B16,45516002.4,6076532.0,LCL/LTD
6.86,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B16,20609726.4,3003072.0,LCL/LTD
9.23,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B16,15060200.4,1631759.0,LCL/LTD
8.82,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B16,6123250.8,694323.0,LCL/LTD
7.31,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B17,44161192.8,6043382.0,LCL/LTD
6.14,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B17,24998752.8,4068341.0,LCL/LTD
7.78,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B17,13340044.8,1715087.0,LCL/LTD
7.39,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B17,5027515.2,679877.0,LCL/LTD
8.71,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B2,13710866.4,1575033.0,LCL/LTD
7.54,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B2,6576688.8,871818.0,LCL/LTD
10.27,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B2,5005785.6,487556.0,LCL/LTD
9.9,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B2,2061194.4,208206.0,LCL/LTD
6.91,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B20,51508580.4,7450494.0,LCL/LTD
6.3,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B20,22913478,3637942.0,LCL/LTD
7.7,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B20,13521884.4,1755056.0,LCL/LTD
7.76,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B20,5785113.6,745556.0,LCL/LTD
8.43,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B24,25400300.4,3013418.0,LCL/LTD
7.07,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B24,10393369.2,1469581.0,LCL/LTD
10.07,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B24,9629028.0,955762.0,LCL/LTD
9.69,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B24,3847716.0,397195.0,LCL/LTD
6.25,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B25,55036803.6,8802618.0,LCL/LTD
5.42,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B25,21592580.4,3985308.0,LCL/LTD
6.84,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B25,15758989.2,2304729.0,LCL/LTD
6.78,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B25,5492091.6,810036.0,LCL/LTD
6.84,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B26,57133537.2,8353667.0,LCL/LTD
6.01,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B26,28002355.2,4660505.0,LCL/LTD
7.3,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B26,17880134.4,2449506.0,LCL/LTD
7.07,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B26,7285939.2,1030057.0,LCL/LTD
7.33,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B3,54383234.4,7416212.0,LCL/LTD
6.34,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B3,25823635.2,4072483.0,LCL/LTD
7.44,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B3,20832699.6,2798760.0,LCL/LTD
7.22,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B3,8358652.8,1158447.0,LCL/LTD
9.74,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B31,15200697.6,1560245.0,LCL/LTD
8.04,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B31,7229354.4,899687.0,LCL/LTD
10.83,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B31,5098723.2,470681.0,LCL/LTD
10.28,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B31,1711976.4,166524.0,LCL/LTD
9.7,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B32,8591889.6,885687.0,LCL/LTD
8.55,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B32,4759840.8,556467.0,LCL/LTD
10.45,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B32,3684520.8,352594.0,LCL/LTD
10.99,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B32,1939723.2,176453.0,LCL/LTD
6.14,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B35,118604728.8,19307586,LCL/LTD
5.46,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B35,57709242,10560914,LCL/LTD
6.11,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B35,42655960.8,6979336.0,LCL/LTD
5.84,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B35,17178141.6,2939055.0,LCL/LTD
7.58,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B36,51158372.4,6745741.0,LCL/LTD
6.85,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B36,30829694.4,4503030.0,LCL/LTD
8.34,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B36,12990481.2,1556956.0,LCL/LTD
7.84,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B36,5424328.8,691835.0,LCL/LTD
8.16,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B37,31111869.6,3812969.0,LCL/LTD
7.11,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B37,12353299.2,1737916.0,LCL/LTD
9.6,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B37,8129566.8,846658.0,LCL/LTD
9.24,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B37,2440782.0,264100.0,LCL/LTD
6.39,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B38,104071546.8,16286821,LCL/LTD
5.79,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B38,51657015.6,8928343.0,LCL/LTD
7.08,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B38,27116366.4,3831915.0,LCL/LTD
6.96,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B38,11396494.8,1636386.0,LCL/LTD
7.8,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B4,43991575.2,5639601.0,LCL/LTD
6.89,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B4,20197400.4,2929690.0,LCL/LTD
9.08,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B4,13123641.6,1445796.0,LCL/LTD
8.62,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B4,5698836.0,660956.0,LCL/LTD
6.93,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B41,151113571.2,21791209,LCL/LTD
6.44,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B41,69578053.2,10810382,LCL/LTD
7.51,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B41,48014348.4,6394580.0,LCL/LTD
7.2,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B41,17233743.6,2393329.0,LCL/LTD
6.42,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B43,53929652.4,8403034.0,LCL/LTD
5.47,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B43,24048453.6,4396108.0,LCL/LTD
6.98,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B43,16599218.4,2378061.0,LCL/LTD
6.67,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B43,6255482.4,938529.0,LCL/LTD
7.2,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B44,75563560.8,10492060,LCL/LTD
5.95,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B44,27033948,4542511.0,LCL/LTD
7.92,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B44,28664852.4,3618488.0,LCL/LTD
7.25,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B44,10131530.4,1397890.0,LCL/LTD
9.12,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B44+,97905196.8,10740426,SBS
8.62,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B44+,54862279.2,6361961.0,SBS
9.64,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B44+,25904106,2688238.0,SBS
9.78,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B44+,11663553.6,1192373.0,SBS
5.94,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B45,30070738.8,5059180.0,LCL/LTD
5.18,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B45,13910799.6,2685687.0,LCL/LTD
6.58,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B45,9647074.8,1465440.0,LCL/LTD
6.59,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B45,3841426.8,582501.0,LCL/LTD
7.59,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B46,194102503.2,25576306,LCL/LTD
6.83,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B46,101656540.8,14887168,LCL/LTD
7.75,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B46,70126891.2,9050591.0,LCL/LTD
7.5,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B46,28522886.4,3805299.0,LCL/LTD
7.35,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B47,62264178,8471619.0,LCL/LTD
6.22,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B47,29099804.4,4678291.0,LCL/LTD
7.71,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B47,23942890.8,3104460.0,LCL/LTD
7.37,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B47,8349469.2,1133606.0,LCL/LTD
6.98,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B48,31997181.6,4585806.0,LCL/LTD
5.75,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B48,13065192,2270602.0,LCL/LTD
7.76,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B48,11335032,1461536.0,LCL/LTD
7.31,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B48,3581496.0,490228.0,LCL/LTD
7.81,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B49,77921528.4,9971096.0,LCL/LTD
6.79,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B49,32263560,4748179.0,LCL/LTD
8.4,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B49,18459378,2196495.0,LCL/LTD
8.08,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B49,7689733.2,951533.0,LCL/LTD
6.34,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B52,58590590.4,9241263.0,LCL/LTD
5.69,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B52,29174529.6,5126927.0,LCL/LTD
6.9,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B52,16763572.8,2429954.0,LCL/LTD
6.58,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B52,6093388.8,926391.0,LCL/LTD
6.16,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B54,43965633.6,7137160.0,LCL/LTD
5.16,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B54,20277097.2,3931200.0,LCL/LTD
7.28,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B54,12998091.6,1784805.0,LCL/LTD
6.9,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B54,4694619.6,680626.0,LCL/LTD
6.9,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B57,43420345.2,6293774.0,LCL/LTD
6.05,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B57,15370945.2,2539303.0,LCL/LTD
8.36,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B57,15258798,1826191.0,LCL/LTD
8.23,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B57,6759889.2,821608.0,LCL/LTD
8.07,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B6,233305351.2,28903945,LCL/LTD
6.89,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B6,91489406.4,13269622,LCL/LTD
8.31,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B6,64794715.2,7797674.0,LCL/LTD
8.04,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B6,25241216.4,3140297.0,LCL/LTD
6.88,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B60,62917293.6,9139065.0,LCL/LTD
5.87,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B60,28295575.2,4824417.0,LCL/LTD
7.73,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B60,21661549.2,2800854.0,LCL/LTD
7.28,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B60,7339557.6,1008694.0,LCL/LTD
7.84,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B61,57977359.2,7394128.0,LCL/LTD
7.04,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B61,25318958.4,3595836.0,LCL/LTD
8.33,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B61,18552952.8,2227217.0,LCL/LTD
7.93,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B61,6117541.2,771200.0,LCL/LTD
7.68,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B62,53925300,7024432.0,LCL/LTD
6.48,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B62,24942902.4,3851588.0,LCL/LTD
8.35,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B62,23248969.2,2783397.0,LCL/LTD
8.16,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B62,8552628.0,1047905.0,LCL/LTD
5.65,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B63,56814998.4,10048157,LCL/LTD
5.05,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B63,22915209.6,4541520.0,LCL/LTD
6.01,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B63,22475088,3738283.0,LCL/LTD
5.74,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B63,7336735.2,1279086.0,LCL/LTD
8.34,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B64,40403228.4,4844705.0,LCL/LTD
7.51,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B64,18115887.6,2413823.0,LCL/LTD
9.02,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B64,16773793.2,1860088.0,LCL/LTD
8.85,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B64,6746799.6,762282.0,LCL/LTD
6.71,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B65,25656469.2,3822636.0,LCL/LTD
5.82,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B65,12653294.4,2175123.0,LCL/LTD
7.62,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B65,8260995.6,1084820.0,LCL/LTD
7.31,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B65,3023182.8,413481.0,LCL/LTD
6.96,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B67,29038460.4,4171465.0,LCL/LTD
6.23,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B67,11227752,1802780.0,LCL/LTD
7.45,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B67,6188598.0,830805.0,LCL/LTD
7.04,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B67,2126484.0,301937.0,LCL/LTD
7.73,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B68,76288680,9862937.0,LCL/LTD
7.2,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B68,33230491.2,4612762.0,LCL/LTD
8.59,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B68,31513878,3669245.0,LCL/LTD
8.16,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B68,11464239.6,1404850.0,LCL/LTD
6.87,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B69,19725188.4,2869362.0,LCL/LTD
6.07,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B69,11613200.4,1912192.0,LCL/LTD
8.27,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B69,5397782.4,653001.0,LCL/LTD
8.2,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B69,2747581.2,335057.0,LCL/LTD
7.28,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B7,29818767.6,4097028.0,LCL/LTD
6.45,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B7,15663708,2429572.0,LCL/LTD
8.24,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B7,8680788.0,1053632.0,LCL/LTD
7.91,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B7,3812670.0,482254.0,LCL/LTD
7.07,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B70,26343979.2,3725849.0,LCL/LTD
6.24,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B70,14095900.8,2259014.0,LCL/LTD
7.6,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B70,8342485.2,1097992.0,LCL/LTD
7.39,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B70,3218450.4,435380.0,LCL/LTD
8.04,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B74,11887340.4,1479430.0,LCL/LTD
7.53,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B74,7063059.6,937479.0,LCL/LTD
8.44,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B74,3350026.8,396829.0,LCL/LTD
8.1,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B74,1431280.8,176700.0,LCL/LTD
6.85,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B8,99668329.2,14557998,LCL/LTD
6.11,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B8,40626712.8,6651670.0,LCL/LTD
7.67,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B8,30097386,3925669.0,LCL/LTD
7.46,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B8,12118287.6,1623639.0,LCL/LTD
7.54,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B82,135787150.8,17998677,LCL/LTD
6.88,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B82,57501277.2,8353950.0,LCL/LTD
7.79,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B82,34935606,4486751.0,LCL/LTD
7.41,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B82,13645767.6,1842340.0,LCL/LTD
8.05,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B83,39606206.4,4917273.0,LCL/LTD
6.78,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B83,18943765.2,2795925.0,LCL/LTD
8.91,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B83,12327660,1383414.0,LCL/LTD
8.76,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B83,5022594.0,573655.0,LCL/LTD
10.71,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B84,5430276.0,507202.0,LCL/LTD
9.68,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B84,2524255.2,260831.0,LCL/LTD
10.07,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B84,1134896.4,112702.0,LCL/LTD
10.37,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B84,493236.0,47571.0,LCL/LTD
7.04,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,B9,76307576.4,10834090,LCL/LTD
6.27,Brooklyn,1,2015-10-01T00:00:00.000,Peak,B9,36280886.4,5782291.0,LCL/LTD
8.07,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,B9,25560597.6,3168795.0,LCL/LTD
8.22,Brooklyn,2,2015-10-01T00:00:00.000,Peak,B9,10176660,1238548.0,LCL/LTD
13.27,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,BM1,21415654.8,1614282.0,EXP
11.47,Brooklyn,1,2015-10-01T00:00:00.000,Peak,BM1,19177380,1671746.0,EXP
14.12,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,BM1,1532275.2,108499.0,EXP
13.09,Brooklyn,2,2015-10-01T00:00:00.000,Peak,BM1,773640.0,59088.0,EXP
12.61,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,BM2,14251816.8,1130350.0,EXP
10.98,Brooklyn,1,2015-10-01T00:00:00.000,Peak,BM2,11507842.8,1047941.0,EXP
12.81,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,BM2,1869771.6,145975.0,EXP
12.13,Brooklyn,2,2015-10-01T00:00:00.000,Peak,BM2,752734.8,62074.0,EXP
13.26,Brooklyn,1,2015-10-01T00:00:00.000,Off-Peak,BM3,13348980,1006538.0,EXP
11.81,Brooklyn,1,2015-10-01T00:00:00.000,Peak,BM3,8597901.6,728159.0,EXP
13.13,Brooklyn,2,2015-10-01T00:00:00.000,Off-Peak,BM3,1627034.4,123955.0,EXP
