average_speed,borough,day_type,month,period,route_id,total_mileage,total_operating_time,trip_type
16.67,Staten Island,1,2018-09-01T00:00:00.000,Off-Peak,SIM7,9174625.2,550512.0,EXP
16.22,Staten Island,1,2018-09-01T00:00:00.000,Peak,SIM7,14043326.4,865619.0,EXP
39.72,Staten Island,1,2018-09-01T00:00:00.000,Peak,SIM7SHTL,80276.4,2021.0,LCL/LTD
19.93,Staten Island,1,2018-09-01T00:00:00.000,Off-Peak,SIM8,31377675.6,1574342.0,EXP
16.3,Staten Island,1,2018-09-01T00:00:00.000,Peak,SIM8,17404459.2,1067827.0,EXP
19.48,Staten Island,1,2018-09-01T00:00:00.000,Off-Peak,SIM8SHTL,882100.8,45290.0,LCL/LTD
16.14,Staten Island,1,2018-09-01T00:00:00.000,Peak,SIM8SHTL,110023.2,6817.0,LCL/LTD
24.57,Staten Island,1,2018-09-01T00:00:00.000,Off-Peak,SIM8X,4188636.0,170504.0,EXP
18.25,Staten Island,1,2018-09-01T00:00:00.000,Peak,SIM8X,5994892.8,328497.0,EXP
15.23,Staten Island,1,2018-09-01T00:00:00.000,Off-Peak,X27SHTL,121647.6,7987.0,LCL/LTD
2.51,Staten Island,1,2018-09-01T00:00:00.000,Peak,X27SHTL,43531.2,17373.0,LCL/LTD
13.13,Staten Island,1,2018-09-01T00:00:00.000,Peak,X37SHTL,113040.0,8611.0,LCL/LTD
12.47,Staten Island,1,2018-09-01T00:00:00.000,Peak,X38SHTL,185727.6,14891.0,LCL/LTD
6.62,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX1,69297789.6,10471978,LCL/LTD
6.34,Bronx,1,2018-10-01T00:00:00.000,Peak,BX1,32169891.6,5071878.0,LCL/LTD
6.79,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX1,14988852,2207081.0,LCL/LTD
6.81,Bronx,2,2018-10-01T00:00:00.000,Peak,BX1,6573924.0,964845.0,LCL/LTD
8.61,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX10,59868428.4,6952435.0,LCL/LTD
7.18,Bronx,1,2018-10-01T00:00:00.000,Peak,BX10,26270046,3660056.0,LCL/LTD
9.39,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX10,12816554.4,1364442.0,LCL/LTD
9.04,Bronx,2,2018-10-01T00:00:00.000,Peak,BX10,4887201.6,540356.0,LCL/LTD
6.07,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX11,48358980,7968744.0,LCL/LTD
5.25,Bronx,1,2018-10-01T00:00:00.000,Peak,BX11,21011616,4002909.0,LCL/LTD
6.72,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX11,14752875.6,2195564.0,LCL/LTD
6.33,Bronx,2,2018-10-01T00:00:00.000,Peak,BX11,5794858.8,915782.0,LCL/LTD
5.43,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX11SHTL,16272.0,2994.0,LCL/LTD
4.64,Bronx,1,2018-10-01T00:00:00.000,Peak,BX11SHTL,16642.8,3583.0,LCL/LTD
9.03,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX12,50503244.4,5595145.0,LCL/LTD
7.37,Bronx,1,2018-10-01T00:00:00.000,Peak,BX12,19015243.2,2580703.0,LCL/LTD
10.58,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX12,16826806.8,1589992.0,LCL/LTD
9.82,Bronx,2,2018-10-01T00:00:00.000,Peak,BX12,5484697.2,558738.0,LCL/LTD
9.59,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX12+,99265179.6,10356007,SBS
8.33,Bronx,1,2018-10-01T00:00:00.000,Peak,BX12+,44974047.6,5400667.0,SBS
10.08,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX12+,31546504.8,3128762.0,SBS
10.07,Bronx,2,2018-10-01T00:00:00.000,Peak,BX12+,13835077.2,1374091.0,SBS
6.22,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX13,33401246.4,5366009.0,LCL/LTD
5.33,Bronx,1,2018-10-01T00:00:00.000,Peak,BX13,19294372.8,3616974.0,LCL/LTD
6.38,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX13,9856447.2,1544109.0,LCL/LTD
6.11,Bronx,2,2018-10-01T00:00:00.000,Peak,BX13,4411317.6,721778.0,LCL/LTD
6.2,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX15,78078416.4,12590189,LCL/LTD
5.34,Bronx,1,2018-10-01T00:00:00.000,Peak,BX15,30870957.6,5783946.0,LCL/LTD
6.41,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX15,27563785.2,4301014.0,LCL/LTD
6.05,Bronx,2,2018-10-01T00:00:00.000,Peak,BX15,10340388,1708516.0,LCL/LTD
8.91,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX16,44518802.4,4994363.0,LCL/LTD
7.74,Bronx,1,2018-10-01T00:00:00.000,Peak,BX16,21605677.2,2792968.0,LCL/LTD
10.05,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX16,10789905.6,1074056.0,LCL/LTD
9.7,Bronx,2,2018-10-01T00:00:00.000,Peak,BX16,4776667.2,492217.0,LCL/LTD
6.88,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX17,45347770.8,6595920.0,LCL/LTD
6.06,Bronx,1,2018-10-01T00:00:00.000,Peak,BX17,22710052.8,3746097.0,LCL/LTD
7.6,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX17,12648798,1665116.0,LCL/LTD
7.49,Bronx,2,2018-10-01T00:00:00.000,Peak,BX17,5226372.0,698054.0,LCL/LTD
5.44,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX19,69410552.4,12763494,LCL/LTD
4.88,Bronx,1,2018-10-01T00:00:00.000,Peak,BX19,24948414,5109846.0,LCL/LTD
5.97,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX19,21911281.2,3672247.0,LCL/LTD
5.74,Bronx,2,2018-10-01T00:00:00.000,Peak,BX19,8953585.2,1559494.0,LCL/LTD
5.47,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX2,54917978.4,10047312,LCL/LTD
5.41,Bronx,1,2018-10-01T00:00:00.000,Peak,BX2,27228290.4,5030342.0,LCL/LTD
6.12,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX2,12320398.8,2012299.0,LCL/LTD
6.18,Bronx,2,2018-10-01T00:00:00.000,Peak,BX2,5684500.8,920238.0,LCL/LTD
11.14,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX20SHTL,11707.2,1051.0,LCL/LTD
7.23,Bronx,1,2018-10-01T00:00:00.000,Peak,BX20SHTL,102614.4,14190.0,LCL/LTD
6.86,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX21,69208610.4,10082959,LCL/LTD
5.92,Bronx,1,2018-10-01T00:00:00.000,Peak,BX21,23423220,3958684.0,LCL/LTD
7.71,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX21,18299728.8,2374645.0,LCL/LTD
7.47,Bronx,2,2018-10-01T00:00:00.000,Peak,BX21,6634497.6,888147.0,LCL/LTD
6.33,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX22,41010310.8,6480380.0,LCL/LTD
5.56,Bronx,1,2018-10-01T00:00:00.000,Peak,BX22,20899594.8,3758115.0,LCL/LTD
7.15,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX22,10016100,1401745.0,LCL/LTD
6.71,Bronx,2,2018-10-01T00:00:00.000,Peak,BX22,3502864.8,521657.0,LCL/LTD
11.63,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX23,29037744,2496797.0,LCL/LTD
10.81,Bronx,1,2018-10-01T00:00:00.000,Peak,BX23,24772543.2,2292462.0,LCL/LTD
11.8,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX23,6653887.2,563847.0,LCL/LTD
11.42,Bronx,2,2018-10-01T00:00:00.000,Peak,BX23,2915272.8,255279.0,LCL/LTD
9.06,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX24,12830148,1416650.0,LCL/LTD
8.09,Bronx,1,2018-10-01T00:00:00.000,Peak,BX24,4908794.4,606891.0,LCL/LTD
10.72,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX24,4040992.8,377055.0,LCL/LTD
10.73,Bronx,2,2018-10-01T00:00:00.000,Peak,BX24,1110250.8,103442.0,LCL/LTD
7.17,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX26,36593341.2,5103092.0,LCL/LTD
6.34,Bronx,1,2018-10-01T00:00:00.000,Peak,BX26,18985723.2,2994571.0,LCL/LTD
7.72,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX26,9164919.6,1187006.0,LCL/LTD
7.54,Bronx,2,2018-10-01T00:00:00.000,Peak,BX26,3766042.8,499291.0,LCL/LTD
7.29,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX27,30018927.6,4118780.0,LCL/LTD
6.5,Bronx,1,2018-10-01T00:00:00.000,Peak,BX27,17323459.2,2665528.0,LCL/LTD
7.52,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX27,7665807.6,1019838.0,LCL/LTD
7.73,Bronx,2,2018-10-01T00:00:00.000,Peak,BX27,3217309.2,416290.0,LCL/LTD
7.22,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX28,51852880.8,7182731.0,LCL/LTD
5.92,Bronx,1,2018-10-01T00:00:00.000,Peak,BX28,14783421.6,2495128.0,LCL/LTD
8.0,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX28,13575556.8,1696343.0,LCL/LTD
7.36,Bronx,2,2018-10-01T00:00:00.000,Peak,BX28,4788010.8,650893.0,LCL/LTD
14.61,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX29,24324404.4,1665005.0,LCL/LTD
14.19,Bronx,1,2018-10-01T00:00:00.000,Peak,BX29,12830439.6,904307.0,LCL/LTD
14.86,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX29,8583926.4,577475.0,LCL/LTD
14.21,Bronx,2,2018-10-01T00:00:00.000,Peak,BX29,3210328.8,225865.0,LCL/LTD
7.18,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX3,51655485.6,7189662.0,LCL/LTD
6.2,Bronx,1,2018-10-01T00:00:00.000,Peak,BX3,21599067.6,3485014.0,LCL/LTD
7.62,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX3,17386502.4,2282876.0,LCL/LTD
7.42,Bronx,2,2018-10-01T00:00:00.000,Peak,BX3,7383139.2,995334.0,LCL/LTD
7.31,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX30,45703706.4,6255911.0,LCL/LTD
6.58,Bronx,1,2018-10-01T00:00:00.000,Peak,BX30,21089120.4,3205196.0,LCL/LTD
7.97,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX30,12001849.2,1506336.0,LCL/LTD
7.99,Bronx,2,2018-10-01T00:00:00.000,Peak,BX30,5532678.0,692253.0,LCL/LTD
7.69,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX31,57169803.6,7436686.0,LCL/LTD
6.9,Bronx,1,2018-10-01T00:00:00.000,Peak,BX31,25142475.6,3645429.0,LCL/LTD
8.55,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX31,12158283.6,1422774.0,LCL/LTD
8.21,Bronx,2,2018-10-01T00:00:00.000,Peak,BX31,4602301.2,560317.0,LCL/LTD
5.71,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX32,29076930,5090409.0,LCL/LTD
5.22,Bronx,1,2018-10-01T00:00:00.000,Peak,BX32,15695413.2,3007685.0,LCL/LTD
6.59,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX32,5314003.2,806051.0,LCL/LTD
6.55,Bronx,2,2018-10-01T00:00:00.000,Peak,BX32,2216574.0,338459.0,LCL/LTD
6.88,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX33,13766364,2000942.0,LCL/LTD
5.41,Bronx,1,2018-10-01T00:00:00.000,Peak,BX33,6244966.8,1153391.0,LCL/LTD
7.64,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX33,2638537.2,345286.0,LCL/LTD
7.86,Bronx,2,2018-10-01T00:00:00.000,Peak,BX33,1351911.6,172093.0,LCL/LTD
7.58,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX34,22981449.6,3030580.0,LCL/LTD
6.38,Bronx,1,2018-10-01T00:00:00.000,Peak,BX34,7686792.0,1205044.0,LCL/LTD
8.51,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX34,5665248.0,665724.0,LCL/LTD
8.1,Bronx,2,2018-10-01T00:00:00.000,Peak,BX34,2320106.4,286371.0,LCL/LTD
7.22,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX34SHTL,13507.2,1870.0,LCL/LTD
4.26,Bronx,1,2018-10-01T00:00:00.000,Peak,BX34SHTL,53992.8,12684.0,LCL/LTD
6.14,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX35,51649966.8,8405777.0,LCL/LTD
5.14,Bronx,1,2018-10-01T00:00:00.000,Peak,BX35,19479319.2,3791014.0,LCL/LTD
6.63,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX35,15929827.2,2401692.0,LCL/LTD
6.36,Bronx,2,2018-10-01T00:00:00.000,Peak,BX35,6333213.6,996027.0,LCL/LTD
4.54,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX35SHTL,12322.8,2712.0,LCL/LTD
6.11,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX36,105397308,17248599,LCL/LTD
5.75,Bronx,1,2018-10-01T00:00:00.000,Peak,BX36,45676404,7938738.0,LCL/LTD
6.76,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX36,30813217.2,4554825.0,LCL/LTD
6.52,Bronx,2,2018-10-01T00:00:00.000,Peak,BX36,13302748.8,2039700.0,LCL/LTD
7.03,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX38,27019191.6,3844992.0,LCL/LTD
6.14,Bronx,1,2018-10-01T00:00:00.000,Peak,BX38,13199508,2150229.0,LCL/LTD
7.93,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX38,7947306.0,1001686.0,LCL/LTD
7.84,Bronx,2,2018-10-01T00:00:00.000,Peak,BX38,3496320.0,446157.0,LCL/LTD
6.59,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX39,59859993.6,9086246.0,LCL/LTD
5.93,Bronx,1,2018-10-01T00:00:00.000,Peak,BX39,25381717.2,4283833.0,LCL/LTD
7.09,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX39,18731080.8,2641907.0,LCL/LTD
6.99,Bronx,2,2018-10-01T00:00:00.000,Peak,BX39,7407727.2,1060220.0,LCL/LTD
6.71,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX4,19349647.2,2882435.0,LCL/LTD
5.67,Bronx,1,2018-10-01T00:00:00.000,Peak,BX4,9193406.4,1621335.0,LCL/LTD
7.06,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX4,7222215.6,1023171.0,LCL/LTD
6.86,Bronx,2,2018-10-01T00:00:00.000,Peak,BX4,2730049.2,398044.0,LCL/LTD
6.49,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX40,45083624.4,6947688.0,LCL/LTD
5.7,Bronx,1,2018-10-01T00:00:00.000,Peak,BX40,16466306.4,2889065.0,LCL/LTD
7.49,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX40,12352147.2,1649174.0,LCL/LTD
6.95,Bronx,2,2018-10-01T00:00:00.000,Peak,BX40,3903969.6,561809.0,LCL/LTD
7.81,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX41,46775296.8,5992872.0,LCL/LTD
6.51,Bronx,1,2018-10-01T00:00:00.000,Peak,BX41,15600135.6,2398036.0,LCL/LTD
8.11,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX41,17628904.8,2172745.0,LCL/LTD
7.62,Bronx,2,2018-10-01T00:00:00.000,Peak,BX41,6203264.4,814203.0,LCL/LTD
8.79,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX41+,42420931.2,4824391.0,SBS
8.02,Bronx,1,2018-10-01T00:00:00.000,Peak,BX41+,20600258.4,2569350.0,SBS
9.87,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX41+,12711927.6,1288214.0,SBS
9.7,Bronx,2,2018-10-01T00:00:00.000,Peak,BX41+,5936778.0,612352.0,SBS
6.3,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX42,44594773.2,7080745.0,LCL/LTD
5.66,Bronx,1,2018-10-01T00:00:00.000,Peak,BX42,17226882,3043268.0,LCL/LTD
7.16,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX42,11352560.4,1585400.0,LCL/LTD
6.91,Bronx,2,2018-10-01T00:00:00.000,Peak,BX42,4759704.0,688802.0,LCL/LTD
10.79,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX46,8740843.2,810240.0,LCL/LTD
9.82,Bronx,1,2018-10-01T00:00:00.000,Peak,BX46,3225304.8,328328.0,LCL/LTD
12.69,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX46,2496567.6,196734.0,LCL/LTD
12.49,Bronx,2,2018-10-01T00:00:00.000,Peak,BX46,754218.0,60368.0,LCL/LTD
6.25,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX4A,19296608.4,3086953.0,LCL/LTD
5.62,Bronx,1,2018-10-01T00:00:00.000,Peak,BX4A,9575247.6,1704546.0,LCL/LTD
6.63,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX4A,5976972.0,901825.0,LCL/LTD
6.76,Bronx,2,2018-10-01T00:00:00.000,Peak,BX4A,2787818.4,412233.0,LCL/LTD
8.62,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX5,47406636,5500893.0,LCL/LTD
7.43,Bronx,1,2018-10-01T00:00:00.000,Peak,BX5,24041822.4,3235804.0,LCL/LTD
10.05,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX5,19504548,1940543.0,LCL/LTD
9.94,Bronx,2,2018-10-01T00:00:00.000,Peak,BX5,7529760.0,757418.0,LCL/LTD
1.82,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX5SHTL,20224.8,11119.0,LCL/LTD
8.65,Bronx,1,2018-10-01T00:00:00.000,Peak,BX5SHTL,60710.4,7016.0,LCL/LTD
7.27,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX6,62141313.6,8544106.0,LCL/LTD
6.04,Bronx,1,2018-10-01T00:00:00.000,Peak,BX6,21952958.4,3634993.0,LCL/LTD
7.95,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX6,15223006.8,1915140.0,LCL/LTD
7.54,Bronx,2,2018-10-01T00:00:00.000,Peak,BX6,5188748.4,688375.0,LCL/LTD
7.71,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX6+,44023251.6,5712509.0,SBS
6.84,Bronx,1,2018-10-01T00:00:00.000,Peak,BX6+,21054834,3080242.0,SBS
8.67,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX6+,12386764.8,1429105.0,SBS
8.66,Bronx,2,2018-10-01T00:00:00.000,Peak,BX6+,6622754.4,764356.0,SBS
6.91,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX7,45119383.2,6525137.0,LCL/LTD
6.05,Bronx,1,2018-10-01T00:00:00.000,Peak,BX7,22874004,3783104.0,LCL/LTD
7.4,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX7,13226252.4,1786786.0,LCL/LTD
7.08,Bronx,2,2018-10-01T00:00:00.000,Peak,BX7,4791096.0,676928.0,LCL/LTD
8.06,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX8,54003146.4,6702249.0,LCL/LTD
7.58,Bronx,1,2018-10-01T00:00:00.000,Peak,BX8,32402574,4275146.0,LCL/LTD
9.07,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX8,8706848.4,960212.0,LCL/LTD
9.15,Bronx,2,2018-10-01T00:00:00.000,Peak,BX8,4117284.0,449822.0,LCL/LTD
6.46,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BX9,91239732,14125550,LCL/LTD
5.57,Bronx,1,2018-10-01T00:00:00.000,Peak,BX9,36152701.2,6485006.0,LCL/LTD
6.75,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BX9,22847353.2,3382434.0,LCL/LTD
6.34,Bronx,2,2018-10-01T00:00:00.000,Peak,BX9,8635064.4,1361847.0,LCL/LTD
10.87,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BXM1,43304979.6,3984341.0,EXP
9.58,Bronx,1,2018-10-01T00:00:00.000,Peak,BXM1,28953115.2,3022479.0,EXP
12.49,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BXM1,8137105.2,651721.0,EXP
12.67,Bronx,2,2018-10-01T00:00:00.000,Peak,BXM1,3031992.0,239379.0,EXP
10.87,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BXM10,32822809.2,3020521.0,EXP
9.48,Bronx,1,2018-10-01T00:00:00.000,Peak,BXM10,24135436.8,2546484.0,EXP
13.16,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BXM10,7270664.4,552308.0,EXP
12.86,Bronx,2,2018-10-01T00:00:00.000,Peak,BXM10,3309192.0,257307.0,EXP
11.07,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BXM11,39148030.8,3537121.0,EXP
9.41,Bronx,1,2018-10-01T00:00:00.000,Peak,BXM11,21645021.6,2299494.0,EXP
12.95,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BXM11,8498851.2,656246.0,EXP
12.76,Bronx,2,2018-10-01T00:00:00.000,Peak,BXM11,3056007.6,239432.0,EXP
11.09,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BXM18,4111232.4,370840.0,EXP
8.97,Bronx,1,2018-10-01T00:00:00.000,Peak,BXM18,8909312.4,993622.0,EXP
10.77,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BXM2,33933258,3150819.0,EXP
9.68,Bronx,1,2018-10-01T00:00:00.000,Peak,BXM2,17808307.2,1839926.0,EXP
12.43,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BXM2,6809349.6,547607.0,EXP
12.14,Bronx,2,2018-10-01T00:00:00.000,Peak,BXM2,2971890.0,244735.0,EXP
10.99,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BXM3,28464580.8,2589299.0,EXP
9.55,Bronx,1,2018-10-01T00:00:00.000,Peak,BXM3,12819682.8,1342654.0,EXP
12.92,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BXM3,4979617.2,385477.0,EXP
11.91,Bronx,2,2018-10-01T00:00:00.000,Peak,BXM3,1621641.6,136173.0,EXP
9.4,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BXM4,15577282.8,1656634.0,EXP
7.88,Bronx,1,2018-10-01T00:00:00.000,Peak,BXM4,8315280.0,1055231.0,EXP
10.81,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BXM4,3667572.0,339427.0,EXP
11.06,Bronx,2,2018-10-01T00:00:00.000,Peak,BXM4,1120276.8,101292.0,EXP
11.71,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BXM6,18867571.2,1611822.0,EXP
9.58,Bronx,1,2018-10-01T00:00:00.000,Peak,BXM6,12841200,1340392.0,EXP
14.15,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BXM6,5422795.2,383291.0,EXP
13.4,Bronx,2,2018-10-01T00:00:00.000,Peak,BXM6,1944158.4,145037.0,EXP
14.22,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BXM7,80366961.6,5649902.0,EXP
11.9,Bronx,1,2018-10-01T00:00:00.000,Peak,BXM7,53853051.6,4525297.0,EXP
16.48,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BXM7,16771154.4,1017811.0,EXP
16.75,Bronx,2,2018-10-01T00:00:00.000,Peak,BXM7,8889894.0,530819.0,EXP
11.43,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BXM8,36254642.4,3171022.0,EXP
9.92,Bronx,1,2018-10-01T00:00:00.000,Peak,BXM8,24609099.6,2480660.0,EXP
14.17,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BXM8,6830834.4,482150.0,EXP
14.4,Bronx,2,2018-10-01T00:00:00.000,Peak,BXM8,3045888.0,211487.0,EXP
12.17,Bronx,1,2018-10-01T00:00:00.000,Off-Peak,BXM9,49419525.6,4061523.0,EXP
10.22,Bronx,1,2018-10-01T00:00:00.000,Peak,BXM9,33414130.8,3270256.0,EXP
14.73,Bronx,2,2018-10-01T00:00:00.000,Off-Peak,BXM9,7668280.8,520673.0,EXP
15.02,Bronx,2,2018-10-01T00:00:00.000,Peak,BXM9,3614490.0,240677.0,EXP
7.27,Brooklyn,1,2018-10-01T00:00:00.000,Off-Peak,B1,73062820.8,10043512,LCL/LTD
6.57,Brooklyn,1,2018-10-01T00:00:00.000,Peak,B1,34086812.4,5190155.0,LCL/LTD
7.49,Brooklyn,2,2018-10-01T00:00:00.000,Off-Peak,B1,17683905.6,2360280.0,LCL/LTD
7.31,Brooklyn,2,2018-10-01T00:00:00.000,Peak,B1,7698967.2,1052897.0,LCL/LTD
9.3,Brooklyn,1,2018-10-01T00:00:00.000,Off-Peak,B100,34718832,3734389.0,LCL/LTD
8.4,Brooklyn,1,2018-10-01T00:00:00.000,Peak,B100,27654109.2,3293523.0,LCL/LTD
10.18,Brooklyn,2,2018-10-01T00:00:00.000,Off-Peak,B100,5629197.6,552707.0,LCL/LTD
9.9,Brooklyn,2,2018-10-01T00:00:00.000,Peak,B100,2169331.2,219146.0,LCL/LTD
6.35,Brooklyn,1,2018-10-01T00:00:00.000,Off-Peak,B100SHTL,14349.6,2261.0,LCL/LTD
9.38,Brooklyn,2,2018-10-01T00:00:00.000,Off-Peak,B100SHTL,14349.6,1529.0,LCL/LTD
7.77,Brooklyn,1,2018-10-01T00:00:00.000,Off-Peak,B103,90607798.8,11666334,LCL/LTD
7.1,Brooklyn,1,2018-10-01T00:00:00.000,Peak,B103,48852237.6,6879192.0,LCL/LTD
8.59,Brooklyn,2,2018-10-01T00:00:00.000,Off-Peak,B103,23558508,2742324.0,LCL/LTD
8.4,Brooklyn,2,2018-10-01T00:00:00.000,Peak,B103,8921106.0,1062600.0,LCL/LTD
4.67,Brooklyn,1,2018-10-01T00:00:00.000,Off-Peak,B103SHTL,119923.2,25662.0,LCL/LTD
3.33,Brooklyn,1,2018-10-01T00:00:00.000,Peak,B103SHTL,57560.4,17294.0,LCL/LTD
8.85,Brooklyn,2,2018-10-01T00:00:00.000,Off-Peak,B103SHTL,56689.2,6403.0,LCL/LTD
5.84,Brooklyn,1,2018-10-01T00:00:00.000,Off-Peak,B11,46490155.2,7965799.0,LCL/LTD
5.11,Brooklyn,1,2018-10-01T00:00:00.000,Peak,B11,21915666,4290840.0,LCL/LTD
6.95,Brooklyn,2,2018-10-01T00:00:00.000,Off-Peak,B11,11149192.8,1603943.0,LCL/LTD
6.94,Brooklyn,2,2018-10-01T00:00:00.000,Peak,B11,4095453.6,590541.0,LCL/LTD
5.83,Brooklyn,1,2018-10-01T00:00:00.000,Off-Peak,B12,48288610.8,8281838.0,LCL/LTD
4.86,Brooklyn,1,2018-10-01T00:00:00.000,Peak,B12,18723078,3853112.0,LCL/LTD
6.58,Brooklyn,2,2018-10-01T00:00:00.000,Off-Peak,B12,13792719.6,2094609.0,LCL/LTD
